Gender,Age,CreditScore,MonthlyIncome,Country,CampaignSchema ,No Order,Order
Male,50,720,5500,Canada,E-mails,0.475,0.525
Male,50,720,5500,Canada,Facebook-ads,0.479,0.521
Male,50,720,5500,Canada,Google-ads,0.482,0.518
Male,50,720,5500,Canada,Instagram-ads,0.486,0.514
Male,50,720,5500,Canada,Twitter-ads,0.489,0.511
Male,50,720,5500,China,Billboard-QR code,0.463,0.537
Male,50,720,5500,China,E-mails,0.467,0.533
Male,50,720,5500,China,Facebook-ads,0.47,0.53
Male,50,720,5500,China,Google-ads,0.474,0.526
Male,50,720,5500,China,Instagram-ads,0.477,0.523
Male,50,720,5500,China,Twitter-ads,0.481,0.519
Male,50,720,5500,India,Billboard-QR code,0.455,0.545
Male,50,720,5500,India,E-mails,0.458,0.542
Male,50,720,5500,India,Facebook-ads,0.462,0.538
Male,50,720,5500,India,Google-ads,0.465,0.535
Male,50,720,5500,India,Instagram-ads,0.469,0.531
Male,50,720,5500,India,Twitter-ads,0.472,0.528
Male,50,720,5500,Italy,Billboard-QR code,0.446,0.554
Male,50,720,5500,Italy,E-mails,0.45,0.55
Male,50,720,5500,Italy,Facebook-ads,0.453,0.547
Male,50,720,5500,Italy,Google-ads,0.457,0.543
Male,50,720,5500,Italy,Instagram-ads,0.46,0.54
Male,50,720,5500,Italy,Twitter-ads,0.464,0.536
Male,50,720,5500,Japan,Billboard-QR code,0.438,0.562
Male,50,720,5500,Japan,E-mails,0.441,0.559
Male,50,720,5500,Japan,Facebook-ads,0.445,0.555
Male,50,720,5500,Japan,Google-ads,0.448,0.552
Male,50,720,5500,Japan,Instagram-ads,0.452,0.548
Male,50,720,5500,Japan,Twitter-ads,0.456,0.544
Male,50,720,5500,Spain,Billboard-QR code,0.43,0.57
Male,50,720,5500,Spain,E-mails,0.433,0.567
Male,50,720,5500,Spain,Facebook-ads,0.437,0.563
Male,50,720,5500,Spain,Google-ads,0.44,0.56
Male,50,720,5500,Spain,Instagram-ads,0.444,0.556
Male,50,720,5500,Spain,Twitter-ads,0.447,0.553
Male,50,720,5500,UK,Billboard-QR code,0.421,0.579
Male,50,720,5500,UK,E-mails,0.425,0.575
Male,50,720,5500,UK,Facebook-ads,0.428,0.572
Male,50,720,5500,UK,Google-ads,0.432,0.568
Male,50,720,5500,UK,Instagram-ads,0.435,0.565
Male,50,720,5500,UK,Twitter-ads,0.439,0.561
Male,50,720,5500,USA,Billboard-QR code,0.413,0.587
Male,50,720,5500,USA,E-mails,0.416,0.584
Male,50,720,5500,USA,Facebook-ads,0.42,0.58
Male,50,720,5500,USA,Google-ads,0.423,0.577
Male,50,720,5500,USA,Instagram-ads,0.427,0.573
Male,50,720,5500,USA,Twitter-ads,0.43,0.57
Male,50,720,6500,Australia,Billboard-QR code,0.462,0.538
Male,50,720,6500,Australia,E-mails,0.465,0.535
Male,50,720,6500,Australia,Facebook-ads,0.469,0.531
Male,50,720,6500,Australia,Google-ads,0.472,0.528
Male,50,720,6500,Australia,Instagram-ads,0.476,0.524
Male,50,720,6500,Australia,Twitter-ads,0.479,0.521
Male,50,720,6500,Canada,Billboard-QR code,0.453,0.547
Male,50,720,6500,Canada,E-mails,0.457,0.543
Male,50,720,6500,Canada,Facebook-ads,0.46,0.54
Male,50,720,6500,Canada,Google-ads,0.464,0.536
Male,50,720,6500,Canada,Instagram-ads,0.467,0.533
Male,50,720,6500,Canada,Twitter-ads,0.471,0.529
Male,50,720,6500,China,Billboard-QR code,0.445,0.555
Male,50,720,6500,China,E-mails,0.448,0.552
Male,50,720,6500,China,Facebook-ads,0.452,0.548
Male,50,720,6500,China,Google-ads,0.455,0.545
Male,50,720,6500,China,Instagram-ads,0.459,0.541
Male,50,720,6500,China,Twitter-ads,0.463,0.537
Male,50,720,6500,India,Billboard-QR code,0.436,0.564
Male,50,720,6500,India,E-mails,0.44,0.56
Male,50,720,6500,India,Facebook-ads,0.443,0.557
Male,50,720,6500,India,Google-ads,0.447,0.553
Male,50,720,6500,India,Instagram-ads,0.451,0.549
Male,50,720,6500,India,Twitter-ads,0.454,0.546
Male,50,720,6500,Italy,Billboard-QR code,0.428,0.572
Male,50,720,6500,Italy,E-mails,0.432,0.568
Male,50,720,6500,Italy,Facebook-ads,0.435,0.565
Male,50,720,6500,Italy,Google-ads,0.439,0.561
Male,50,720,6500,Italy,Instagram-ads,0.442,0.558
Male,50,720,6500,Italy,Twitter-ads,0.446,0.554
Male,50,720,6500,Japan,Billboard-QR code,0.42,0.58
Male,50,720,6500,Japan,E-mails,0.423,0.577
Male,50,720,6500,Japan,Facebook-ads,0.427,0.573
Male,50,720,6500,Japan,Google-ads,0.43,0.57
Male,50,720,6500,Japan,Instagram-ads,0.434,0.566
Male,50,720,6500,Japan,Twitter-ads,0.437,0.563
Male,50,720,6500,Spain,Billboard-QR code,0.412,0.588
Male,50,720,6500,Spain,E-mails,0.415,0.585
Male,50,720,6500,Spain,Facebook-ads,0.418,0.582
Male,50,720,6500,Spain,Google-ads,0.422,0.578
Male,50,720,6500,Spain,Instagram-ads,0.425,0.575
Male,50,720,6500,Spain,Twitter-ads,0.429,0.571
Male,50,720,6500,UK,Billboard-QR code,0.403,0.597
Male,50,720,6500,UK,E-mails,0.407,0.593
Male,50,720,6500,UK,Facebook-ads,0.41,0.59
Male,50,720,6500,UK,Google-ads,0.414,0.586
Male,50,720,6500,UK,Instagram-ads,0.417,0.583
Male,50,720,6500,UK,Twitter-ads,0.421,0.579
Male,50,720,6500,USA,Billboard-QR code,0.395,0.605
Male,50,720,6500,USA,E-mails,0.399,0.601
Male,50,720,6500,USA,Facebook-ads,0.402,0.598
Male,50,720,6500,USA,Google-ads,0.405,0.595
Male,50,720,6500,USA,Instagram-ads,0.409,0.591
Male,50,720,6500,USA,Twitter-ads,0.412,0.588
Male,50,720,7500,Australia,Billboard-QR code,0.443,0.557
Male,50,720,7500,Australia,E-mails,0.447,0.553
Male,50,720,7500,Australia,Facebook-ads,0.45,0.55
Male,50,720,7500,Australia,Google-ads,0.454,0.546
Male,50,720,7500,Australia,Instagram-ads,0.458,0.542
Male,50,720,7500,Australia,Twitter-ads,0.461,0.539
Male,50,720,7500,Canada,Billboard-QR code,0.435,0.565
Male,50,720,7500,Canada,E-mails,0.439,0.561
Male,50,720,7500,Canada,Facebook-ads,0.442,0.558
Male,50,720,7500,Canada,Google-ads,0.446,0.554
Male,50,720,7500,Canada,Instagram-ads,0.449,0.551
Male,50,720,7500,Canada,Twitter-ads,0.453,0.547
Male,50,720,7500,China,Billboard-QR code,0.427,0.573
Male,50,720,7500,China,E-mails,0.43,0.57
Male,50,720,7500,China,Facebook-ads,0.434,0.566
Male,50,720,7500,China,Google-ads,0.437,0.563
Male,50,720,7500,China,Instagram-ads,0.441,0.559
Male,50,720,7500,China,Twitter-ads,0.444,0.556
Male,50,720,7500,India,Billboard-QR code,0.418,0.582
Male,50,720,7500,India,E-mails,0.422,0.578
Male,50,720,7500,India,Facebook-ads,0.425,0.575
Male,50,720,7500,India,Google-ads,0.429,0.571
Male,50,720,7500,India,Instagram-ads,0.432,0.568
Male,50,720,7500,India,Twitter-ads,0.436,0.564
Male,50,720,7500,Italy,Billboard-QR code,0.41,0.59
Male,50,720,7500,Italy,E-mails,0.414,0.586
Male,50,720,7500,Italy,Facebook-ads,0.417,0.583
Male,50,720,7500,Italy,Google-ads,0.42,0.58
Male,50,720,7500,Italy,Instagram-ads,0.424,0.576
Male,50,720,7500,Italy,Twitter-ads,0.427,0.573
Male,50,720,7500,Japan,Billboard-QR code,0.402,0.598
Male,50,720,7500,Japan,E-mails,0.405,0.595
Male,50,720,7500,Japan,Facebook-ads,0.409,0.591
Male,50,720,7500,Japan,Google-ads,0.412,0.588
Male,50,720,7500,Japan,Instagram-ads,0.416,0.584
Male,50,720,7500,Japan,Twitter-ads,0.419,0.581
Male,50,720,7500,Spain,Billboard-QR code,0.394,0.606
Male,50,720,7500,Spain,E-mails,0.397,0.603
Male,50,720,7500,Spain,Facebook-ads,0.401,0.599
Male,50,720,7500,Spain,Google-ads,0.404,0.596
Male,50,720,7500,Spain,Instagram-ads,0.407,0.593
Male,50,720,7500,Spain,Twitter-ads,0.411,0.589
Male,50,720,7500,UK,Billboard-QR code,0.386,0.614
Male,50,720,7500,UK,E-mails,0.389,0.611
Male,50,720,7500,UK,Facebook-ads,0.392,0.608
Male,50,720,7500,UK,Google-ads,0.396,0.604
Male,50,720,7500,UK,Instagram-ads,0.399,0.601
Male,50,720,7500,UK,Twitter-ads,0.403,0.597
Male,50,720,7500,USA,Billboard-QR code,0.378,0.622
Male,50,720,7500,USA,E-mails,0.381,0.619
Male,50,720,7500,USA,Facebook-ads,0.384,0.616
Male,50,720,7500,USA,Google-ads,0.388,0.612
Male,50,720,7500,USA,Instagram-ads,0.391,0.609
Male,50,720,7500,USA,Twitter-ads,0.395,0.605
Male,50,780,3500,Australia,Billboard-QR code,0.482,0.518
Male,50,780,3500,Australia,E-mails,0.486,0.514
Male,50,780,3500,Australia,Facebook-ads,0.489,0.511
Male,50,780,3500,Australia,Google-ads,0.493,0.507
Male,50,780,3500,Australia,Instagram-ads,0.496,0.504
Male,50,780,3500,Australia,Twitter-ads,0.5,0.5
Male,50,780,3500,Canada,Billboard-QR code,0.474,0.526
Male,50,780,3500,Canada,E-mails,0.477,0.523
Male,50,780,3500,Canada,Facebook-ads,0.481,0.519
Male,50,780,3500,Canada,Google-ads,0.484,0.516
Male,50,780,3500,Canada,Instagram-ads,0.488,0.512
Male,50,780,3500,Canada,Twitter-ads,0.492,0.508
Male,50,780,3500,China,Billboard-QR code,0.465,0.535
Male,50,780,3500,China,E-mails,0.469,0.531
Male,50,780,3500,China,Facebook-ads,0.472,0.528
Male,50,780,3500,China,Google-ads,0.476,0.524
Male,50,780,3500,China,Instagram-ads,0.479,0.521
Male,50,780,3500,China,Twitter-ads,0.483,0.517
Male,50,780,3500,India,Billboard-QR code,0.457,0.543
Male,50,780,3500,India,E-mails,0.46,0.54
Male,50,780,3500,India,Facebook-ads,0.464,0.536
Male,50,780,3500,India,Google-ads,0.467,0.533
Male,50,780,3500,India,Instagram-ads,0.471,0.529
Male,50,780,3500,India,Twitter-ads,0.475,0.525
Male,50,780,3500,Italy,Billboard-QR code,0.448,0.552
Male,50,780,3500,Italy,E-mails,0.452,0.548
Male,50,780,3500,Italy,Facebook-ads,0.455,0.545
Male,50,780,3500,Italy,Google-ads,0.459,0.541
Male,50,780,3500,Italy,Instagram-ads,0.462,0.538
Male,50,780,3500,Italy,Twitter-ads,0.466,0.534
Male,50,780,3500,Japan,Billboard-QR code,0.44,0.56
Male,50,780,3500,Japan,E-mails,0.443,0.557
Male,50,780,3500,Japan,Facebook-ads,0.447,0.553
Male,50,780,3500,Japan,Google-ads,0.451,0.549
Male,50,780,3500,Japan,Instagram-ads,0.454,0.546
Male,50,780,3500,Japan,Twitter-ads,0.458,0.542
Male,50,780,3500,Spain,Billboard-QR code,0.432,0.568
Male,50,780,3500,Spain,E-mails,0.435,0.565
Male,50,780,3500,Spain,Facebook-ads,0.439,0.561
Male,50,780,3500,Spain,Google-ads,0.442,0.558
Male,50,780,3500,Spain,Instagram-ads,0.446,0.554
Male,50,780,3500,Spain,Twitter-ads,0.449,0.551
Male,50,780,3500,UK,Billboard-QR code,0.423,0.577
Male,50,780,3500,UK,E-mails,0.427,0.573
Male,50,780,3500,UK,Facebook-ads,0.43,0.57
Male,50,780,3500,UK,Google-ads,0.434,0.566
Male,50,780,3500,UK,Instagram-ads,0.437,0.563
Male,50,780,3500,UK,Twitter-ads,0.441,0.559
Male,50,780,3500,USA,Billboard-QR code,0.415,0.585
Male,50,780,3500,USA,E-mails,0.418,0.582
Male,50,780,3500,USA,Facebook-ads,0.422,0.578
Male,50,780,3500,USA,Google-ads,0.425,0.575
Male,50,780,3500,USA,Instagram-ads,0.429,0.571
Male,50,780,3500,USA,Twitter-ads,0.432,0.568
Male,50,780,4500,Australia,Billboard-QR code,0.464,0.536
Male,50,780,4500,Australia,E-mails,0.467,0.533
Male,50,780,4500,Australia,Facebook-ads,0.471,0.529
Male,50,780,4500,Australia,Google-ads,0.474,0.526
Male,50,780,4500,Australia,Instagram-ads,0.478,0.522
Male,50,780,4500,Australia,Twitter-ads,0.482,0.518
Male,50,780,4500,Canada,Billboard-QR code,0.455,0.545
Male,50,780,4500,Canada,E-mails,0.459,0.541
Male,50,780,4500,Canada,Facebook-ads,0.462,0.538
Male,50,780,4500,Canada,Google-ads,0.466,0.534
Male,50,780,4500,Canada,Instagram-ads,0.47,0.53
Male,50,780,4500,Canada,Twitter-ads,0.473,0.527
Male,50,780,4500,China,Billboard-QR code,0.447,0.553
Male,50,780,4500,China,E-mails,0.45,0.55
Male,50,780,4500,China,Facebook-ads,0.454,0.546
Male,50,780,4500,China,Google-ads,0.457,0.543
Male,50,780,4500,China,Instagram-ads,0.461,0.539
Male,50,780,4500,China,Twitter-ads,0.465,0.535
Male,50,780,4500,India,Billboard-QR code,0.438,0.562
Male,50,780,4500,India,E-mails,0.442,0.558
Male,50,780,4500,India,Facebook-ads,0.446,0.554
Male,50,780,4500,India,Google-ads,0.449,0.551
Male,50,780,4500,India,Instagram-ads,0.453,0.547
Male,50,780,4500,India,Twitter-ads,0.456,0.544
Male,50,780,4500,Italy,Billboard-QR code,0.43,0.57
Male,50,780,4500,Italy,E-mails,0.434,0.566
Male,50,780,4500,Italy,Facebook-ads,0.437,0.563
Male,50,780,4500,Italy,Google-ads,0.441,0.559
Male,50,780,4500,Italy,Instagram-ads,0.444,0.556
Male,50,780,4500,Italy,Twitter-ads,0.448,0.552
Male,50,780,4500,Japan,Billboard-QR code,0.422,0.578
Male,50,780,4500,Japan,E-mails,0.425,0.575
Male,50,780,4500,Japan,Facebook-ads,0.429,0.571
Male,50,780,4500,Japan,Google-ads,0.432,0.568
Male,50,780,4500,Japan,Instagram-ads,0.436,0.564
Male,50,780,4500,Japan,Twitter-ads,0.439,0.561
Male,50,780,4500,Spain,Billboard-QR code,0.414,0.586
Male,50,780,4500,Spain,E-mails,0.417,0.583
Male,50,780,4500,Spain,Facebook-ads,0.42,0.58
Male,50,780,4500,Spain,Google-ads,0.424,0.576
Male,50,780,4500,Spain,Instagram-ads,0.427,0.573
Male,50,780,4500,Spain,Twitter-ads,0.431,0.569
Male,50,780,4500,UK,Billboard-QR code,0.405,0.595
Male,50,780,4500,UK,E-mails,0.409,0.591
Male,50,780,4500,UK,Facebook-ads,0.412,0.588
Male,50,780,4500,UK,Google-ads,0.416,0.584
Male,50,780,4500,UK,Instagram-ads,0.419,0.581
Male,50,780,4500,UK,Twitter-ads,0.423,0.577
Male,50,780,4500,USA,Billboard-QR code,0.397,0.603
Male,50,780,4500,USA,E-mails,0.401,0.599
Male,50,780,4500,USA,Facebook-ads,0.404,0.596
Male,50,780,4500,USA,Google-ads,0.407,0.593
Male,50,780,4500,USA,Instagram-ads,0.411,0.589
Male,50,780,4500,USA,Twitter-ads,0.414,0.586
Male,50,780,5500,Australia,Billboard-QR code,0.445,0.555
Male,50,780,5500,Australia,E-mails,0.449,0.551
Male,50,780,5500,Australia,Facebook-ads,0.452,0.548
Male,50,780,5500,Australia,Google-ads,0.456,0.544
Male,50,780,5500,Australia,Instagram-ads,0.46,0.54
Male,50,780,5500,Australia,Twitter-ads,0.463,0.537
Male,50,780,5500,Canada,Billboard-QR code,0.437,0.563
Male,50,780,5500,Canada,E-mails,0.441,0.559
Male,50,780,5500,Canada,Facebook-ads,0.444,0.556
Male,50,780,5500,Canada,Google-ads,0.448,0.552
Male,50,780,5500,Canada,Instagram-ads,0.451,0.549
Male,50,780,5500,Canada,Twitter-ads,0.455,0.545
Male,50,780,5500,China,Billboard-QR code,0.429,0.571
Male,50,780,5500,China,E-mails,0.432,0.568
Male,50,780,5500,China,Facebook-ads,0.436,0.564
Male,50,780,5500,China,Google-ads,0.439,0.561
Male,50,780,5500,China,Instagram-ads,0.443,0.557
Male,50,780,5500,China,Twitter-ads,0.446,0.554
Male,50,780,5500,India,Billboard-QR code,0.42,0.58
Male,50,780,5500,India,E-mails,0.424,0.576
Male,50,780,5500,India,Facebook-ads,0.427,0.573
Male,50,780,5500,India,Google-ads,0.431,0.569
Male,50,780,5500,India,Instagram-ads,0.434,0.566
Male,50,780,5500,India,Twitter-ads,0.438,0.562
Male,50,780,5500,Italy,Billboard-QR code,0.412,0.588
Male,50,780,5500,Italy,E-mails,0.416,0.584
Male,50,780,5500,Italy,Facebook-ads,0.419,0.581
Male,50,780,5500,Italy,Google-ads,0.422,0.578
Male,50,780,5500,Italy,Instagram-ads,0.426,0.574
Male,50,780,5500,Italy,Twitter-ads,0.429,0.571
Male,50,780,5500,Japan,Billboard-QR code,0.404,0.596
Male,50,780,5500,Japan,E-mails,0.407,0.593
Male,50,780,5500,Japan,Facebook-ads,0.411,0.589
Male,50,780,5500,Japan,Google-ads,0.414,0.586
Male,50,780,5500,Japan,Instagram-ads,0.418,0.582
Male,50,780,5500,Japan,Twitter-ads,0.421,0.579
Male,50,780,5500,Spain,Billboard-QR code,0.396,0.604
Male,50,780,5500,Spain,E-mails,0.399,0.601
Male,50,780,5500,Spain,Facebook-ads,0.403,0.597
Male,50,780,5500,Spain,Google-ads,0.406,0.594
Male,50,780,5500,Spain,Instagram-ads,0.409,0.591
Male,50,780,5500,Spain,Twitter-ads,0.413,0.587
Male,50,780,5500,UK,Billboard-QR code,0.388,0.612
Male,50,780,5500,UK,E-mails,0.391,0.609
Male,50,780,5500,UK,Facebook-ads,0.394,0.606
Male,50,780,5500,UK,Google-ads,0.398,0.602
Male,50,780,5500,UK,Instagram-ads,0.401,0.599
Male,50,780,5500,UK,Twitter-ads,0.405,0.595
Male,50,780,5500,USA,Billboard-QR code,0.38,0.62
Male,50,780,5500,USA,E-mails,0.383,0.617
Male,50,780,5500,USA,Facebook-ads,0.386,0.614
Male,50,780,5500,USA,Google-ads,0.39,0.61
Male,50,780,5500,USA,Instagram-ads,0.393,0.607
Male,50,780,5500,USA,Twitter-ads,0.396,0.604
Male,50,780,6500,Australia,Billboard-QR code,0.427,0.573
Male,50,780,6500,Australia,E-mails,0.431,0.569
Male,50,780,6500,Australia,Facebook-ads,0.434,0.566
Male,50,780,6500,Australia,Google-ads,0.438,0.562
Male,50,780,6500,Australia,Instagram-ads,0.441,0.559
Male,50,780,6500,Australia,Twitter-ads,0.445,0.555
Male,50,780,6500,Canada,Billboard-QR code,0.419,0.581
Male,50,780,6500,Canada,E-mails,0.422,0.578
Male,50,780,6500,Canada,Facebook-ads,0.426,0.574
Male,50,780,6500,Canada,Google-ads,0.429,0.571
Male,50,780,6500,Canada,Instagram-ads,0.433,0.567
Male,50,780,6500,Canada,Twitter-ads,0.436,0.564
Male,50,780,6500,China,Billboard-QR code,0.411,0.589
Male,50,780,6500,China,E-mails,0.414,0.586
Male,50,780,6500,China,Facebook-ads,0.418,0.582
Male,50,780,6500,China,Google-ads,0.421,0.579
Male,50,780,6500,China,Instagram-ads,0.425,0.575
Male,50,780,6500,China,Twitter-ads,0.428,0.572
Male,50,780,6500,India,Billboard-QR code,0.402,0.598
Male,50,780,6500,India,E-mails,0.406,0.594
Male,50,780,6500,India,Facebook-ads,0.409,0.591
Male,50,780,6500,India,Google-ads,0.413,0.587
Male,50,780,6500,India,Instagram-ads,0.416,0.584
Male,50,780,6500,India,Twitter-ads,0.42,0.58
Male,50,780,6500,Italy,Billboard-QR code,0.394,0.606
Male,50,780,6500,Italy,E-mails,0.398,0.602
Male,50,780,6500,Italy,Facebook-ads,0.401,0.599
Male,50,780,6500,Italy,Google-ads,0.405,0.595
Male,50,780,6500,Italy,Instagram-ads,0.408,0.592
Male,50,780,6500,Italy,Twitter-ads,0.411,0.589
Male,50,780,6500,Japan,Billboard-QR code,0.386,0.614
Male,50,780,6500,Japan,E-mails,0.39,0.61
Male,50,780,6500,Japan,Facebook-ads,0.393,0.607
Male,50,780,6500,Japan,Google-ads,0.396,0.604
Male,50,780,6500,Japan,Instagram-ads,0.4,0.6
Male,50,780,6500,Japan,Twitter-ads,0.403,0.597
Male,50,780,6500,Spain,Billboard-QR code,0.378,0.622
Male,50,780,6500,Spain,E-mails,0.382,0.618
Male,50,780,6500,Spain,Facebook-ads,0.385,0.615
Male,50,780,6500,Spain,Google-ads,0.388,0.612
Male,50,780,6500,Spain,Instagram-ads,0.392,0.608
Male,50,780,6500,Spain,Twitter-ads,0.395,0.605
Male,50,780,6500,UK,Billboard-QR code,0.37,0.63
Male,50,780,6500,UK,E-mails,0.374,0.626
Male,50,780,6500,UK,Facebook-ads,0.377,0.623
Male,50,780,6500,UK,Google-ads,0.38,0.62
Male,50,780,6500,UK,Instagram-ads,0.384,0.616
Male,50,780,6500,UK,Twitter-ads,0.387,0.613
Male,50,780,6500,USA,Billboard-QR code,0.362,0.638
Male,50,780,6500,USA,E-mails,0.366,0.634
Male,50,780,6500,USA,Facebook-ads,0.369,0.631
Male,50,780,6500,USA,Google-ads,0.372,0.628
Male,50,780,6500,USA,Instagram-ads,0.376,0.624
Male,50,780,6500,USA,Twitter-ads,0.379,0.621
Male,50,780,7500,Australia,Billboard-QR code,0.409,0.591
Male,50,780,7500,Australia,E-mails,0.413,0.587
Male,50,780,7500,Australia,Facebook-ads,0.416,0.584
Male,50,780,7500,Australia,Google-ads,0.42,0.58
Male,50,780,7500,Australia,Instagram-ads,0.423,0.577
Male,50,780,7500,Australia,Twitter-ads,0.427,0.573
Male,50,780,7500,Canada,Billboard-QR code,0.401,0.599
Male,50,780,7500,Canada,E-mails,0.404,0.596
Male,50,780,7500,Canada,Facebook-ads,0.408,0.592
Male,50,780,7500,Canada,Google-ads,0.411,0.589
Male,50,780,7500,Canada,Instagram-ads,0.415,0.585
Male,50,780,7500,Canada,Twitter-ads,0.418,0.582
Male,50,780,7500,China,Billboard-QR code,0.393,0.607
Male,50,780,7500,China,E-mails,0.396,0.604
Male,50,780,7500,China,Facebook-ads,0.4,0.6
Male,50,780,7500,China,Google-ads,0.403,0.597
Male,50,780,7500,China,Instagram-ads,0.407,0.593
Male,50,780,7500,China,Twitter-ads,0.41,0.59
Male,50,780,7500,India,Billboard-QR code,0.385,0.615
Male,50,780,7500,India,E-mails,0.388,0.612
Male,50,780,7500,India,Facebook-ads,0.392,0.608
Male,50,780,7500,India,Google-ads,0.395,0.605
Male,50,780,7500,India,Instagram-ads,0.398,0.602
Male,50,780,7500,India,Twitter-ads,0.402,0.598
Male,50,780,7500,Italy,Billboard-QR code,0.377,0.623
Male,50,780,7500,Italy,E-mails,0.38,0.62
Male,50,780,7500,Italy,Facebook-ads,0.383,0.617
Male,50,780,7500,Italy,Google-ads,0.387,0.613
Male,50,780,7500,Italy,Instagram-ads,0.39,0.61
Male,50,780,7500,Italy,Twitter-ads,0.394,0.606
Male,50,780,7500,Japan,Billboard-QR code,0.369,0.631
Male,50,780,7500,Japan,E-mails,0.372,0.628
Male,50,780,7500,Japan,Facebook-ads,0.375,0.625
Male,50,780,7500,Japan,Google-ads,0.379,0.621
Male,50,780,7500,Japan,Instagram-ads,0.382,0.618
Male,50,780,7500,Japan,Twitter-ads,0.386,0.614
Male,50,780,7500,Spain,Billboard-QR code,0.361,0.639
Male,50,780,7500,Spain,E-mails,0.364,0.636
Male,50,780,7500,Spain,Facebook-ads,0.368,0.632
Male,50,780,7500,Spain,Google-ads,0.371,0.629
Male,50,780,7500,Spain,Instagram-ads,0.374,0.626
Male,50,780,7500,Spain,Twitter-ads,0.378,0.622
Male,50,780,7500,UK,Billboard-QR code,0.353,0.647
Male,50,780,7500,UK,E-mails,0.356,0.644
Male,50,780,7500,UK,Facebook-ads,0.36,0.64
Male,50,780,7500,UK,Google-ads,0.363,0.637
Male,50,780,7500,UK,Instagram-ads,0.366,0.634
Male,50,780,7500,UK,Twitter-ads,0.37,0.63
Male,50,780,7500,USA,Billboard-QR code,0.345,0.655
Male,50,780,7500,USA,E-mails,0.349,0.651
Male,50,780,7500,USA,Facebook-ads,0.352,0.648
Male,50,780,7500,USA,Google-ads,0.355,0.645
Male,50,780,7500,USA,Instagram-ads,0.358,0.642
Male,50,780,7500,USA,Twitter-ads,0.362,0.638
Male,60,600,3500,Australia,Billboard-QR code,0.565,0.435
Male,60,600,3500,Australia,E-mails,0.569,0.431
Male,60,600,3500,Australia,Facebook-ads,0.572,0.428
Male,60,600,3500,Australia,Google-ads,0.576,0.424
Male,60,600,3500,Australia,Instagram-ads,0.579,0.421
Male,60,600,3500,Australia,Twitter-ads,0.582,0.418
Male,60,600,3500,Canada,Billboard-QR code,0.557,0.443
Male,60,600,3500,Canada,E-mails,0.56,0.44
Male,60,600,3500,Canada,Facebook-ads,0.564,0.436
Male,60,600,3500,Canada,Google-ads,0.567,0.433
Male,60,600,3500,Canada,Instagram-ads,0.571,0.429
Male,60,600,3500,Canada,Twitter-ads,0.574,0.426
Male,60,600,3500,China,Billboard-QR code,0.548,0.452
Male,60,600,3500,China,E-mails,0.552,0.448
Male,60,600,3500,China,Facebook-ads,0.555,0.445
Male,60,600,3500,China,Google-ads,0.559,0.441
Male,60,600,3500,China,Instagram-ads,0.562,0.438
Male,60,600,3500,China,Twitter-ads,0.566,0.434
Male,60,600,3500,India,Billboard-QR code,0.54,0.46
Male,60,600,3500,India,E-mails,0.543,0.457
Male,60,600,3500,India,Facebook-ads,0.547,0.453
Male,60,600,3500,India,Google-ads,0.55,0.45
Male,60,600,3500,India,Instagram-ads,0.554,0.446
Male,60,600,3500,India,Twitter-ads,0.557,0.443
Male,60,600,3500,Italy,Billboard-QR code,0.531,0.469
Male,60,600,3500,Italy,E-mails,0.535,0.465
Male,60,600,3500,Italy,Facebook-ads,0.538,0.462
Male,60,600,3500,Italy,Google-ads,0.542,0.458
Male,60,600,3500,Italy,Instagram-ads,0.546,0.454
Male,60,600,3500,Italy,Twitter-ads,0.549,0.451
Male,60,600,3500,Japan,Billboard-QR code,0.523,0.477
Male,60,600,3500,Japan,E-mails,0.526,0.474
Male,60,600,3500,Japan,Facebook-ads,0.53,0.47
Male,60,600,3500,Japan,Google-ads,0.533,0.467
Male,60,600,3500,Japan,Instagram-ads,0.537,0.463
Male,60,600,3500,Japan,Twitter-ads,0.541,0.459
Male,60,600,3500,Spain,Billboard-QR code,0.514,0.486
Male,60,600,3500,Spain,E-mails,0.518,0.482
Male,60,600,3500,Spain,Facebook-ads,0.521,0.479
Male,60,600,3500,Spain,Google-ads,0.525,0.475
Male,60,600,3500,Spain,Instagram-ads,0.529,0.471
Male,60,600,3500,Spain,Twitter-ads,0.532,0.468
Male,60,600,3500,UK,Billboard-QR code,0.506,0.494
Male,60,600,3500,UK,E-mails,0.509,0.491
Male,60,600,3500,UK,Facebook-ads,0.513,0.487
Male,60,600,3500,UK,Google-ads,0.517,0.483
Male,60,600,3500,UK,Instagram-ads,0.52,0.48
Male,60,600,3500,UK,Twitter-ads,0.524,0.476
Male,60,600,3500,USA,Billboard-QR code,0.497,0.503
Male,60,600,3500,USA,E-mails,0.501,0.499
Male,60,600,3500,USA,Facebook-ads,0.504,0.496
Male,60,600,3500,USA,Google-ads,0.508,0.492
Male,60,600,3500,USA,Instagram-ads,0.512,0.488
Male,60,600,3500,USA,Twitter-ads,0.515,0.485
Male,60,600,4500,Australia,Billboard-QR code,0.547,0.453
Male,60,600,4500,Australia,E-mails,0.55,0.45
Male,60,600,4500,Australia,Facebook-ads,0.554,0.446
Male,60,600,4500,Australia,Google-ads,0.557,0.443
Male,60,600,4500,Australia,Instagram-ads,0.561,0.439
Male,60,600,4500,Australia,Twitter-ads,0.564,0.436
Male,60,600,4500,Canada,Billboard-QR code,0.538,0.462
Male,60,600,4500,Canada,E-mails,0.542,0.458
